"Country","Log_Density","HDI","HDI_Rank","HDI_2013_Rank"
"Tanzania, United Republic of",3.95335686892112,0.488409589697,"Low","Low"
"Kenya",4.33231104242795,0.535115580277,"Low","Low"
"Sudan",3.0243197304059,0.472802704527,"Low","Low"
"Uganda",5.07022408550791,0.483509659427,"Low","Low"
"Afghanistan",3.85397007397953,0.467886421127,"Low","Low"
"Nepal",5.24105894770775,0.539641597238,"Low","Low"
"Mozambique",3.47289769582735,0.392596146384,"Low","Low"
"Yemen",3.83362893800013,0.499870712199,"Low","Low"
"Madagascar",3.66484287628569,0.497883474039,"Low","Low"
"Cameroon",3.84609685531198,0.504376676765,"Low","Low"
"Angola",2.84607149899958,0.526293238241,"Low","Low"
"Côte d'Ivoire",4.14313472639153,0.451993972928,"Low","Low"
"Niger",2.6440448711263,0.336997597506,"Low","Low"
"Burkina Faso",4.12325590571652,0.388355142864,"Low","Low"
"Malawi",4.92797806041525,0.414021003531,"Low","Low"
"Mali",2.51284601847724,0.406704462681,"Low","Low"
"Zimbabwe",3.58988750490699,0.491976442582,"Low","Low"
"Senegal",4.27722152030776,0.485278058622,"Low","Low"
"Chad",2.30158459266046,0.372424345146,"Low","Low"
"Rwanda",6.10284938007187,0.505723119284,"Low","Low"
"Guinea",3.86639782740187,0.391868518986,"Low","Low"
"Benin",4.51819517197368,0.475724489006,"Low","Low"
"Haiti",5.91835607528734,0.471426801893,"Low","Low"
"Burundi",5.90033561369688,0.389443495128,"Low","Low"
"Papua New Guinea",2.76127496233951,0.491468372175,"Low","Low"
"Togo",4.78790832266726,0.473061568315,"Low","Low"
"Eritrea",3.95508249488859,0.380951041711,"Low","Low"
"Sierra Leone",4.44170963683506,0.374281840156,"Low","Low"
"Central African Republic",2.002830439308,0.340530672501,"Low","Low"
"Liberia",3.65221546974235,0.411801024074,"Low","Low"
"Mauritania",1.32707500145992,0.487081957844,"Low","Low"
"Lesotho",4.22449524668715,0.486202124997,"Low","Low"
"Gambia",5.09773000094719,0.440714961099,"Low","Low"
"Guinea-Bissau",3.85397007397953,0.395648966372,"Low","Low"
"Swaziland",4.27611040908233,0.530302709966,"Low","Low"
"Djibouti",3.63626950384164,0.467419308755,"Low","Low"
"Equatorial Guinea",3.29546642702991,0.555967345909,"Low","Low"
"Comoros",5.82502618194157,0.487702549691,"Low","Low"
"Solomon Islands",2.98214032003452,0.490578321228,"Low","Low"
"India",5.94245810955315,0.585730873426,"Medium","Medium"
"Indonesia",4.86891810814424,0.684258402186,"Medium","Medium"
"Bangladesh",6.99160917637544,0.557894873267,"Medium","Medium"
"Philippines",5.7929526309153,0.659529959131,"Medium","Medium"
"Viet Nam",5.62830433348024,0.63801654518,"Medium","Medium"
"Egypt",4.40598727211873,0.681578148623,"Medium","Medium"
"South Africa",3.76722842052491,0.657753750742,"Medium","Medium"
"Iraq",4.34704691577786,0.642164271688,"Medium","Medium"
"Morocco",4.30298342733343,0.61670947039,"Medium","Medium"
"Uzbekistan",4.1692974154585,0.661000639914,"Medium","Medium"
"Ghana",4.68379650644328,0.573205905265,"Medium","Medium"
"Syrian Arab Republic",4.77280102737204,0.657637330475,"Medium","Medium"
"Guatemala",4.9561791083002,0.628080107457,"Medium","Medium"
"Cambodia",4.42604352009066,0.584014320278,"Medium","Medium"
"Zambia",2.96114082878437,0.560720277942,"Medium","Medium"
"Bolivia, Plurinational State of",2.27315628230323,0.667281963239,"Medium","Medium"
"Tajikistan",4.04934719629136,0.607179310799,"Medium","Medium"
"Honduras",4.27999390910873,0.617192789497,"Medium","Medium"
"Paraguay",2.81660560765656,0.675851480571,"Medium","Medium"
"Lao People's Democratic Republic",3.35305700633422,0.569420082082,"Medium","Medium"
"El Salvador",5.70827237992905,0.661609119603,"Medium","Medium"
"Nicaragua",3.84929617551984,0.613987189691,"Medium","Medium"
"Kyrgyzstan",3.33041719960111,0.627507012625,"Medium","Medium"
"Turkmenistan",2.37397508908072,0.698208835803,"Medium","Medium"
"Congo",2.56494935746154,0.564090850955,"Medium","Medium"
"Palestine, State of",6.54470289950558,0.686215795177,"Medium","Medium"
"Moldova, Republic of",4.63511726235604,0.662747308969,"Medium","Medium"
"Mongolia",0.598836501088704,0.697880500519,"Medium","Medium"
"Namibia",1.02604159583327,0.624087958603,"Medium","Medium"
"Botswana",1.21491274436427,0.6832984009,"Medium","Medium"
"Gabon",1.83258146374831,0.673682390548,"Medium","Medium"
"Timor-Leste",4.32400019715153,0.620243040525,"Medium","Medium"
"Guyana",1.31372366828506,0.637983853324,"Medium","Medium"
"Bhutan",2.77508560243837,0.584131601981,"Medium","Medium"
"Cape Verde",4.81785927939844,0.635861571715,"Medium","Medium"
"Maldives",7.04758678415514,0.69791283866,"Medium","Medium"
"Vanuatu",3.03109941739128,0.616381670908,"Medium","Medium"
"Sao Tome and Principe",5.26165338217645,0.557917681981,"Medium","Medium"
"Samoa",4.16914277229729,0.693724092184,"Medium","Medium"
"Micronesia, Federated States of",4.99389597009196,0.630392716354,"Medium","Medium"
"Kiribati",4.83786795010711,0.607389496097,"Medium","Medium"
"United States",3.48339161928814,0.913741642744,"Very High","Very High"
"Japan",5.81862786632524,0.890086070326,"Very High","Very High"
"Germany",5.44548658976466,0.911436942001,"Very High","Very High"
"France",4.60436986581732,0.884325552004,"Very High","Very High"
"United Kingdom",5.55253313741666,0.891725911003,"Very High","Very High"
"Italy",5.31059172742343,0.87180880694,"Very High","Very High"
"Korea, Republic of",6.21506799265463,0.890669323936,"Very High","Very High"
"Spain",4.5321692931036,0.868910783796,"Very High","Very High"
"Argentina",2.70671597808907,0.808304171318,"Very High","Very High"
"Poland",4.80582269946677,0.834217683087,"Very High","Very High"
"Canada",1.25846098961001,0.901851575243,"Very High","Very High"
"Saudi Arabia",2.59600069729359,0.835530674765,"Very High","Very High"
"Australia",1.11185751541813,0.932662115105,"Very High","Very High"
"Chile",3.14759462286324,0.821583889803,"Very High","Very High"
"Netherlands",6.00037473323774,0.915282799302,"Very High","Very High"
"Cuba",4.62124036616559,0.814962921323,"Very High","Very High"
"Greece",4.43485624831841,0.852664377642,"Very High","Very High"
"Belgium",5.8964668184857,0.880780038064,"Very High","Very High"
"Czech Republic",4.91044656684082,0.861342063905,"Very High","Very High"
"Portugal",4.74336568473949,0.822329437631,"Very High","Very High"
"Hungary",4.67292228803891,0.818057626051,"Very High","Very High"
"Sweden",3.05729762921215,0.897818201916,"Very High","Very High"
"United Arab Emirates",4.716711560721,0.827169399785,"Very High","Very High"
"Austria",4.61798768969871,0.881209839263,"Very High","Very High"
"Switzerland",5.27627623567116,0.917394316934,"Very High","Very High"
"Israel",5.91975369955398,0.887762596885,"Very High","Very High"
"Hong Kong",8.79435815242507,0.891128639249,"Very High","Very High"
"Denmark",4.87052995943538,0.900460725286,"Very High","Very High"
"Slovakia",4.71474182241738,0.829877297245,"Very High","Very High"
"Finland",2.77570884957602,0.879024287079,"Very High","Very High"
"Singapore",8.95729544724962,0.901305854886,"Very High","Very High"
"Norway",2.74534598584591,0.94359758071,"Very High","Very High"
"Ireland",4.18722755636881,0.899299119093,"Very High","Very High"
"New Zealand",2.81959157583512,0.910001628506,"Very High","Very High"
"Croatia",4.32902134934998,0.812309860891,"Very High","Very High"
"Kuwait",5.24190573262207,0.81400431377,"Very High","Very High"
"Lithuania",3.83449380291891,0.83428562562,"Very High","Very High"
"Qatar",5.24502206948981,0.850742672708,"Very High","Very High"
"Slovenia",4.6269316777696,0.874292762937,"Very High","Very High"
"Latvia",3.45757771509826,0.81047968726,"Very High","Very High"
"Bahrain",7.6025311325339,0.815328887982,"Very High","Very High"
"Estonia",3.34849959266171,0.83990081081,"Very High","Very High"
"Cyprus",4.81518797008337,0.845018727371,"Very High","Very High"
"Luxembourg",5.32349766507834,0.88092072782,"Very High","Very High"
"Malta",7.21348107983278,0.828909442851,"Very High","Very High"
"Brunei Darussalam",4.28234441140073,0.851822888226,"Very High","Very High"
"Iceland",1.16315080980568,0.894693734033,"Very High","Very High"
"Andorra",5.13149507320101,0.830264849189,"Very High","Very High"
"Liechtenstein",5.44146487576652,0.88862662534,"Very High","Very High"
